gamePk,Date,Away_Team_Name,Away_Team_ID,Away_Team_Games_Played,Away_Pitcher_Name,Away_Pitcher_ID,Away_Pitcher_Starts,Away_Pitcher_ERA,Away_Pitcher_WHIP,Away_Team_AVG,Away_Team_OBP,Away_Team_SLG,Away_Team_OPS,Away_Team_Runs,Home_Team_Name,Home_Team_ID,Home_Team_Games_Played,Home_Pitcher_Name,Home_Pitcher_ID,Home_Pitcher_Starts,Home_Pitcher_ERA,Home_Pitcher_WHIP,Home_Team_AVG,Home_Team_OBP,Home_Team_SLG,Home_Team_OPS,Home_Team_Runs,Home_Team_Win
718491,4/21/2023,Los Angeles Dodgers,119,21,Julio Urias,628711,1,3.33,1.22,0.225,0.326,0.445,0.771,0,Chicago Cubs,112,19,Drew Smyly,592767,1,3.13,0.91,0.29,0.357,0.463,0.82,13,True
718489,4/21/2023,Houston Astros,117,20,Hunter Brown,686613,1,3.09,1.2,0.253,0.332,0.387,0.719,6,Atlanta Braves,144,20,Bryce Elder,693821,1,1.14,1.18,0.261,0.343,0.438,0.781,4,False
718490,4/21/2023,Oakland Athletics,133,20,JP Sears,676664,1,4.98,1.11,0.226,0.308,0.35,0.658,5,Texas Rangers,140,19,Jon Gray,592351,1,3.72,1.45,0.25,0.328,0.413,0.741,4,False
718483,4/21/2023,Boston Red Sox,111,21,Nick Pivetta,601713,1,4.58,1.37,0.247,0.326,0.419,0.745,5,Milwaukee Brewers,158,20,Freddy Peralta,642547,1,3.97,1.28,0.256,0.333,0.403,0.736,3,False
718493,4/21/2023,Colorado Rockies,115,21,Noah Davis,663562,1,0.93,1.24,0.246,0.308,0.388,0.696,3,Philadelphia Phillies,143,21,Aaron Nola,605400,1,5.4,1.34,0.279,0.338,0.436,0.774,4,True
718485,4/21/2023,Kansas City Royals,118,20,Taylor Clarke,664199,1,5.4,1.6,0.203,0.26,0.321,0.581,0,Los Angeles Angels,108,20,Shohei Ohtani,660271,1,0.64,0.82,0.237,0.328,0.373,0.701,2,True
718486,4/21/2023,Chicago White Sox,145,20,Michael Kopech,656629,1,6.97,1.74,0.252,0.312,0.402,0.714,7,Tampa Bay Rays,139,20,Calvin Faucher,676534,1,5.91,1.5,0.288,0.361,0.544,0.905,8,True
718488,4/22/2023,Miami Marlins,146,21,Braxton Garrett,666129,1,2.84,1.42,0.251,0.311,0.388,0.699,3,Cleveland Guardians,114,21,Zach Plesac,668676,1,6.5,1.83,0.227,0.315,0.335,0.65,2,False
718481,4/21/2023,St. Louis Cardinals,138,20,Steven Matz,571927,1,6.55,1.64,0.267,0.345,0.428,0.773,2,Seattle Mariners,136,20,George Kirby,669923,1,3.57,1.06,0.228,0.305,0.374,0.679,5,True
718484,4/21/2023,San Diego Padres,135,22,Seth Lugo,607625,1,2.78,1.28,0.216,0.298,0.376,0.674,0,Arizona Diamondbacks,109,21,Zac Gallen,668678,1,2.59,0.8,0.264,0.308,0.419,0.727,9,True
718480,4/21/2023,New York Mets,121,21,Joey Lucchesi,664192,1,0.0,0.86,0.24,0.344,0.395,0.739,7,San Francisco Giants,137,19,Anthony DeSclafani,543101,1,2.63,0.88,0.235,0.317,0.41,0.727,0,False
718482,4/21/2023,Washington Nationals,120,19,Trevor Williams,592866,1,3.38,1.08,0.246,0.308,0.333,0.641,3,Minnesota Twins,142,20,Tyler Mahle,641816,1,3.32,1.15,0.228,0.297,0.377,0.674,2,False
718488,4/22/2023,Miami Marlins,146,21,Braxton Garrett,666129,1,2.84,1.42,0.251,0.311,0.388,0.699,3,Cleveland Guardians,114,21,Zach Plesac,668676,1,6.5,1.83,0.227,0.315,0.335,0.65,2,False
718479,4/22/2023,Los Angeles Dodgers,119,22,Dustin May,669160,1,3.07,0.92,0.229,0.329,0.456,0.785,9,Chicago Cubs,112,20,Hayden Wesneski,669713,1,6.23,1.67,0.284,0.354,0.455,0.809,4,False
718470,4/22/2023,Boston Red Sox,111,22,Garrett Whitlock,676477,1,6.19,1.38,0.246,0.323,0.422,0.745,4,Milwaukee Brewers,158,21,Wade Miley,489119,1,1.96,0.96,0.257,0.333,0.407,0.74,5,True
718476,4/22/2023,Toronto Blue Jays,141,21,Alek Manoah,666201,1,5.13,1.56,0.259,0.332,0.403,0.735,2,New York Yankees,147,21,Gerrit Cole,543037,1,0.79,0.79,0.229,0.313,0.403,0.716,3,True
718475,4/22/2023,Colorado Rockies,115,22,Kyle Freeland,607536,1,4.28,1.21,0.246,0.307,0.384,0.691,3,Philadelphia Phillies,143,22,Cristopher Sanchez,650911,1,6.23,1.62,0.276,0.335,0.443,0.778,4,True
718471,4/22/2023,Houston Astros,117,21,Framber Valdez,664285,1,2.25,1.16,0.254,0.33,0.389,0.719,6,Atlanta Braves,144,21,Kyle Wright,657140,1,5.93,1.68,0.259,0.338,0.436,0.774,3,False
718464,4/22/2023,St. Louis Cardinals,138,21,Miles Mikolas,571945,1,7.46,1.89,0.266,0.344,0.426,0.77,4,Seattle Mariners,136,21,Luis Castillo,622491,1,1.52,0.81,0.228,0.305,0.379,0.684,5,True
718468,4/22/2023,Washington Nationals,120,20,Chad Kuhl,641771,1,7.36,1.75,0.254,0.318,0.348,0.666,10,Minnesota Twins,142,21,Pablo Lopez,641154,1,3.0,1.03,0.228,0.298,0.379,0.677,4,False
718477,4/22/2023,Chicago White Sox,145,21,Dylan Cease,656302,1,2.73,1.18,0.247,0.306,0.402,0.708,3,Tampa Bay Rays,139,21,Shane McClanahan,663556,1,1.86,1.03,0.286,0.358,0.537,0.895,4,True
718474,4/22/2023,Cincinnati Reds,113,21,Luis Cessa,570666,1,10.8,2.34,0.235,0.318,0.352,0.67,1,Pittsburgh Pirates,134,22,Rich Hill,448179,1,4.5,1.42,0.252,0.33,0.442,0.772,2,True
718466,4/22/2023,Kansas City Royals,118,21,Zack Greinke,425844,1,4.61,1.28,0.21,0.267,0.329,0.596,11,Los Angeles Angels,108,21,Tyler Anderson,542881,1,7.2,1.7,0.241,0.327,0.388,0.715,8,False
718467,4/22/2023,San Diego Padres,135,23,Joe Musgrove,605397,1,5.4,1.4,0.215,0.299,0.373,0.672,5,Arizona Diamondbacks,109,22,Merrill Kelly,518876,1,3.42,1.33,0.264,0.307,0.416,0.723,3,False
718473,4/22/2023,Miami Marlins,146,20,Devin Smeltzer,656970,1,9.0,2.0,0.248,0.308,0.384,0.692,6,Cleveland Guardians,114,20,Shane Bieber,669456,1,3.23,1.17,0.227,0.314,0.339,0.653,1,False
718472,4/22/2023,Detroit Tigers,116,19,Joey Wentz,666214,1,7.56,1.5,0.209,0.27,0.327,0.597,1,Baltimore Orioles,110,20,Kyle Gibson,502043,1,3.6,1.17,0.246,0.34,0.422,0.762,5,True
718469,4/22/2023,Oakland Athletics,133,21,Shintaro Fujinami,660261,1,14.4,2.07,0.226,0.308,0.352,0.66,3,Texas Rangers,140,20,Andrew Heaney,571760,1,4.34,1.34,0.261,0.34,0.438,0.778,18,True
718478,4/22/2023,New York Mets,121,22,David Peterson,656849,1,7.36,1.64,0.242,0.343,0.395,0.738,4,San Francisco Giants,137,20,Logan Webb,657277,1,4.4,1.14,0.235,0.316,0.412,0.728,7,True
718460,4/23/2023,Miami Marlins,146,22,Jesus Luzardo,666200,1,3.62,1.39,0.25,0.31,0.391,0.701,4,Cleveland Guardians,114,22,Logan Allen,671106,1,1.5,1.0,0.233,0.318,0.351,0.669,7,True
718457,4/23/2023,Chicago White Sox,145,22,Lucas Giolito,608337,1,4.5,1.18,0.241,0.299,0.393,0.692,1,Tampa Bay Rays,139,22,Zach Eflin,621107,1,2.81,1.0,0.282,0.355,0.535,0.89,4,True
718459,4/23/2023,Detroit Tigers,116,20,Eduardo Rodriguez,593958,1,2.32,0.84,0.209,0.273,0.323,0.596,1,Baltimore Orioles,110,21,Grayson Rodriguez,680570,1,5.12,1.6,0.239,0.332,0.409,0.741,2,True
718465,4/23/2023,Toronto Blue Jays,141,22,Kevin Gausman,592332,1,2.84,1.01,0.256,0.328,0.404,0.732,5,New York Yankees,147,22,Clarke Schmidt,657376,1,6.3,1.55,0.227,0.307,0.399,0.706,1,False
718463,4/23/2023,Cincinnati Reds,113,22,Hunter Greene,668881,1,3.52,1.39,0.231,0.313,0.344,0.657,0,Pittsburgh Pirates,134,23,Vince Velasquez,592826,1,3.76,1.25,0.25,0.329,0.436,0.765,2,True
718462,4/23/2023,Houston Astros,117,22,Cristian Javier,664299,1,3.21,1.07,0.255,0.333,0.385,0.718,5,Atlanta Braves,144,22,Max Fried,608331,1,0.6,0.93,0.253,0.333,0.43,0.763,2,False
718451,4/23/2023,Los Angeles Dodgers,119,23,Clayton Kershaw,477132,1,2.32,0.87,0.229,0.327,0.46,0.787,7,Chicago Cubs,112,21,Marcus Stroman,573186,1,2.17,1.0,0.28,0.349,0.448,0.797,3,False
718452,4/23/2023,Kansas City Royals,118,22,Jordan Lyles,543475,1,4.88,1.18,0.211,0.268,0.338,0.606,3,Los Angeles Angels,108,22,Reid Detmers,672282,1,4.15,1.34,0.24,0.324,0.396,0.72,4,True
718454,4/23/2023,Washington Nationals,120,21,Patrick Corbin,571578,1,5.88,1.69,0.248,0.314,0.339,0.653,1,Minnesota Twins,142,22,Bailey Ober,641927,1,1.59,1.06,0.23,0.3,0.382,0.682,3,True
718461,4/23/2023,Boston Red Sox,111,23,Brayan Bello,678394,1,9.82,2.18,0.252,0.33,0.433,0.763,12,Milwaukee Brewers,158,22,Corbin Burnes,669203,1,4.55,1.16,0.255,0.333,0.408,0.741,5,False
718453,4/23/2023,Oakland Athletics,133,22,Kyle Muller,666205,1,7.23,2.03,0.223,0.301,0.347,0.648,2,Texas Rangers,140,21,Jacob deGrom,594798,1,3.04,0.79,0.263,0.343,0.437,0.78,5,True
718456,4/23/2023,San Diego Padres,135,24,Yu Darvish,506433,1,3.0,1.13,0.216,0.301,0.378,0.679,7,Arizona Diamondbacks,109,23,Drey Jameson,686753,1,3.71,1.53,0.261,0.306,0.423,0.729,5,False
718458,4/23/2023,Colorado Rockies,115,23,Jose Urena,570632,1,9.82,2.24,0.245,0.306,0.376,0.682,3,Philadelphia Phillies,143,23,Zack Wheeler,554430,1,4.73,1.35,0.276,0.336,0.453,0.789,9,True
718450,4/23/2023,St. Louis Cardinals,138,22,Jack Flaherty,656427,1,3.29,1.35,0.27,0.348,0.434,0.782,7,Seattle Mariners,136,22,Chris Flexen,623167,1,8.86,1.97,0.226,0.305,0.377,0.682,3,False
718455,4/23/2023,New York Mets,121,23,Tylor Megill,656731,1,3.96,1.48,0.242,0.339,0.393,0.732,4,San Francisco Giants,137,21,Ross Stripling,548389,1,6.89,1.6,0.236,0.317,0.412,0.729,5,True
718441,4/24/2023,Detroit Tigers,116,21,Matthew Boyd,571510,1,4.26,1.42,0.211,0.278,0.325,0.603,4,Milwaukee Brewers,158,23,Colin Rea,607067,1,5.17,1.21,0.251,0.328,0.406,0.734,2,False
718443,4/24/2023,Miami Marlins,146,23,Edward Cabrera,665795,1,4.91,1.77,0.243,0.301,0.377,0.678,0,Atlanta Braves,144,23,Spencer Strider,675911,1,1.8,0.83,0.256,0.337,0.448,0.785,11,True
718444,4/24/2023,Chicago White Sox,145,23,Lance Lynn,458681,1,7.52,1.78,0.235,0.296,0.382,0.678,2,Toronto Blue Jays,141,23,Chris Bassitt,605135,1,4.82,1.25,0.256,0.332,0.406,0.738,5,True
718447,4/24/2023,Boston Red Sox,111,24,Chris Sale,519242,1,8.22,1.74,0.251,0.329,0.432,0.761,4,Baltimore Orioles,110,22,Dean Kremer,665152,1,6.2,1.38,0.247,0.336,0.415,0.751,5,True
718445,4/24/2023,Texas Rangers,140,22,Nathan Eovaldi,543135,1,5.2,1.41,0.264,0.342,0.44,0.782,6,Cincinnati Reds,113,23,Nick Lodolo,666157,1,6.31,1.87,0.232,0.317,0.344,0.661,7,True
718449,4/24/2023,Houston Astros,117,23,Jose Urquidy,664353,1,5.64,1.75,0.252,0.329,0.39,0.719,3,Tampa Bay Rays,139,23,Taj Bradley,671737,1,3.52,0.91,0.287,0.36,0.536,0.896,8,True
718448,4/24/2023,Colorado Rockies,115,24,Austin Gomber,596295,1,9.28,1.92,0.246,0.307,0.377,0.684,6,Cleveland Guardians,114,23,Cal Quantrill,615698,1,5.4,1.64,0.229,0.314,0.344,0.658,0,False
718446,4/24/2023,St. Louis Cardinals,138,23,Jordan Montgomery,656756,1,3.81,1.27,0.267,0.343,0.427,0.77,0,San Francisco Giants,137,22,Alex Cobb,502171,1,1.91,1.27,0.236,0.317,0.411,0.728,4,True
718442,4/24/2023,New York Yankees,147,23,Jhony Brito,666745,1,6.11,1.53,0.225,0.306,0.391,0.697,1,Minnesota Twins,142,23,Sonny Gray,543243,1,0.62,1.07,0.233,0.305,0.387,0.692,6,True
718437,4/24/2023,Oakland Athletics,133,23,Ken Waldichuk,686610,1,7.82,1.74,0.229,0.308,0.368,0.676,11,Los Angeles Angels,108,23,Jose Suarez,660761,1,10.26,2.28,0.245,0.328,0.409,0.737,10,False
718438,4/24/2023,Kansas City Royals,118,23,Brad Keller,641745,1,3.96,1.48,0.214,0.273,0.342,0.615,4,Arizona Diamondbacks,109,24,Tommy Henry,674072,1,6.23,1.85,0.261,0.311,0.418,0.729,5,True
718433,4/25/2023,Chicago White Sox,145,24,Mike Clevinger,605182,1,4.81,1.6,0.232,0.292,0.373,0.665,0,Toronto Blue Jays,141,24,Jose Berrios,621244,1,4.71,1.08,0.258,0.333,0.412,0.745,7,True
718430,4/25/2023,Seattle Mariners,136,23,Marco Gonzales,594835,1,3.32,1.25,0.227,0.303,0.383,0.686,5,Philadelphia Phillies,143,24,Bailey Falter,663559,1,4.5,1.14,0.277,0.336,0.451,0.787,3,False
718431,4/25/2023,Washington Nationals,120,22,Josiah Gray,680686,1,2.93,1.34,0.25,0.319,0.342,0.661,5,New York Mets,121,24,Jose Butto,676130,1,2.79,1.97,0.238,0.333,0.385,0.718,0,False
718434,4/25/2023,Texas Rangers,140,23,Martin Perez,527048,1,2.6,1.45,0.264,0.341,0.448,0.789,6,Cincinnati Reds,113,24,Luke Weaver,596133,1,7.71,1.37,0.236,0.319,0.344,0.663,7,True
718440,4/25/2023,Colorado Rockies,115,25,Ryan Feltner,663372,1,4.68,1.48,0.246,0.309,0.377,0.686,5,Cleveland Guardians,114,24,Peyton Battenfield,685410,1,3.52,1.3,0.228,0.309,0.342,0.651,1,False
718435,4/25/2023,Boston Red Sox,111,25,Corey Kluber,446372,1,6.75,1.33,0.253,0.331,0.432,0.763,8,Baltimore Orioles,110,23,Kyle Bradish,680694,1,6.3,2.0,0.249,0.333,0.42,0.753,6,False
718432,4/25/2023,Los Angeles Dodgers,119,24,Noah Syndergaard,592789,1,6.58,1.38,0.23,0.326,0.458,0.784,8,Pittsburgh Pirates,134,24,Johan Oviedo,670912,1,3.03,1.21,0.253,0.33,0.436,0.766,7,False
718429,4/25/2023,Miami Marlins,146,24,Bryan Hoeing,663773,1,9.82,2.18,0.245,0.302,0.382,0.684,4,Atlanta Braves,144,24,Charlie Morton,450203,1,2.76,1.4,0.258,0.338,0.456,0.794,7,True
718427,4/25/2023,New York Yankees,147,24,Nestor Cortes,641482,1,3.49,1.06,0.225,0.303,0.383,0.686,2,Minnesota Twins,142,24,Joe Ryan,657746,1,2.81,0.81,0.234,0.305,0.394,0.699,6,True
718425,4/25/2023,Oakland Athletics,133,24,Mason Miller,695243,1,6.48,1.32,0.227,0.306,0.37,0.676,3,Los Angeles Angels,108,24,Griffin Canning,656288,1,4.11,1.17,0.247,0.329,0.408,0.737,5,True
718426,4/25/2023,San Diego Padres,135,25,Blake Snell,605483,1,5.48,1.87,0.214,0.301,0.371,0.672,0,Chicago Cubs,112,22,Justin Steele,657006,1,1.19,0.89,0.278,0.351,0.446,0.797,6,True
718428,4/25/2023,Detroit Tigers,116,22,Spencer Turnbull,605513,1,7.25,1.66,0.216,0.281,0.329,0.61,4,Milwaukee Brewers,158,24,Eric Lauer,641778,1,5.19,1.5,0.247,0.324,0.402,0.726,3,False
718439,4/25/2023,St. Louis Cardinals,138,24,Jake Woodford,663765,1,5.47,1.58,0.267,0.341,0.425,0.766,4,San Francisco Giants,137,23,John Brebbia,605154,1,4.82,0.96,0.238,0.317,0.414,0.731,5,True
718422,4/25/2023,Kansas City Royals,118,24,Brady Singer,663903,1,6.67,1.37,0.222,0.279,0.351,0.63,5,Arizona Diamondbacks,109,25,Ryne Nelson,669194,1,5.33,1.37,0.261,0.311,0.418,0.729,4,False
718436,4/25/2023,Houston Astros,117,24,Luis Garcia,677651,1,4.0,1.26,0.254,0.33,0.392,0.722,5,Tampa Bay Rays,139,24,Drew Rasmussen,656876,1,3.33,1.19,0.282,0.355,0.523,0.878,0,False
718420,4/26/2023,Chicago White Sox,145,25,Michael Kopech,656629,1,7.01,1.71,0.228,0.287,0.365,0.652,0,Toronto Blue Jays,141,25,Yusei Kikuchi,579328,1,3.0,1.11,0.261,0.338,0.415,0.753,8,True
718416,4/26/2023,Boston Red Sox,111,26,Tanner Houck,656557,1,4.5,1.35,0.252,0.329,0.429,0.758,2,Baltimore Orioles,110,24,Tyler Wells,669330,1,2.79,0.72,0.253,0.336,0.419,0.755,6,True
718421,4/26/2023,Colorado Rockies,115,26,German Marquez,608566,1,4.95,1.1,0.244,0.306,0.373,0.679,1,Cleveland Guardians,114,25,Tanner Bibee,676440,1,1.59,1.06,0.231,0.313,0.348,0.661,4,True
718414,4/26/2023,Houston Astros,117,25,Hunter Brown,686613,1,2.37,1.05,0.251,0.328,0.384,0.712,1,Tampa Bay Rays,139,25,Calvin Faucher,676534,1,5.68,1.5,0.276,0.349,0.509,0.858,0,False
718417,4/26/2023,New York Yankees,147,25,Domingo German,593334,1,5.54,1.08,0.232,0.308,0.392,0.7,12,Minnesota Twins,142,25,Kenta Maeda,628317,1,9.0,1.63,0.231,0.303,0.399,0.702,6,False
718424,4/26/2023,Texas Rangers,140,24,Jon Gray,592351,1,3.91,1.34,0.261,0.34,0.44,0.78,3,Cincinnati Reds,113,25,Graham Ashcraft,668933,1,2.1,1.17,0.236,0.319,0.348,0.667,5,True
718411,4/26/2023,Miami Marlins,146,25,Sandy Alcantara,645261,1,5.04,1.15,0.241,0.3,0.385,0.685,4,Atlanta Braves,144,25,Bryce Elder,693821,1,2.17,1.21,0.259,0.34,0.459,0.799,6,True
718413,4/26/2023,Los Angeles Dodgers,119,25,Tony Gonsolin,664062,1,0.0,1.5,0.226,0.321,0.449,0.77,1,Pittsburgh Pirates,134,25,Roansy Contreras,672710,1,3.58,1.34,0.257,0.335,0.435,0.77,8,True
718419,4/26/2023,Detroit Tigers,116,23,Michael Lorenzen,547179,1,7.07,1.64,0.216,0.279,0.33,0.609,2,Milwaukee Brewers,158,25,Freddy Peralta,642547,1,3.77,1.19,0.247,0.325,0.406,0.731,6,True
718418,4/26/2023,Kansas City Royals,118,25,Ryan Yarbrough,642232,1,6.35,1.35,0.219,0.275,0.343,0.618,0,Arizona Diamondbacks,109,26,Zac Gallen,668678,1,2.15,0.77,0.26,0.312,0.412,0.724,2,True
718408,4/26/2023,Oakland Athletics,133,25,Luis Medina,665622,1,12.6,2.2,0.225,0.304,0.368,0.672,3,Los Angeles Angels,108,25,Patrick Sandoval,663776,1,3.16,1.29,0.25,0.332,0.42,0.752,11,True
718423,4/26/2023,St. Louis Cardinals,138,25,Steven Matz,571927,1,6.23,1.73,0.267,0.342,0.43,0.772,3,San Francisco Giants,137,24,Anthony DeSclafani,543101,1,2.7,0.93,0.243,0.322,0.423,0.745,7,True
718415,4/26/2023,Seattle Mariners,136,24,Logan Gilbert,669302,1,4.23,1.12,0.227,0.301,0.387,0.688,5,Philadelphia Phillies,143,25,Taijuan Walker,592836,1,4.97,1.38,0.279,0.336,0.45,0.786,6,True
718412,4/26/2023,Washington Nationals,120,23,MacKenzie Gore,669022,1,3.0,1.3,0.249,0.32,0.342,0.662,4,New York Mets,121,25,Kodai Senga,673540,1,4.15,1.58,0.234,0.329,0.378,0.707,1,False
718407,4/26/2023,San Diego Padres,135,26,Michael Wacha,608379,1,6.75,1.58,0.216,0.301,0.37,0.671,5,Chicago Cubs,112,23,Drew Smyly,592767,1,3.21,0.93,0.276,0.347,0.443,0.79,3,False
718404,4/27/2023,Seattle Mariners,136,25,George Kirby,669923,1,2.93,0.95,0.223,0.298,0.378,0.676,0,Philadelphia Phillies,143,26,Matt Strahm,621381,1,2.31,0.81,0.275,0.332,0.441,0.773,1,True
718410,4/27/2023,Miami Marlins,146,26,Braxton Garrett,666129,1,2.45,1.27,0.244,0.301,0.384,0.685,5,Atlanta Braves,144,26,Kyle Wright,657140,1,4.86,1.56,0.255,0.336,0.448,0.784,4,False
718397,4/27/2023,New York Yankees,147,26,Gerrit Cole,543037,1,1.11,0.84,0.232,0.308,0.397,0.705,4,Texas Rangers,140,25,Andrew Heaney,571760,1,4.38,1.22,0.258,0.336,0.433,0.769,2,False
718409,4/27/2023,St. Louis Cardinals,138,26,Miles Mikolas,571945,1,5.97,1.71,0.269,0.342,0.434,0.776,6,San Francisco Giants,137,25,Logan Webb,657277,1,4.1,1.15,0.24,0.32,0.416,0.736,0,False
718398,4/27/2023,Washington Nationals,120,24,Trevor Williams,592866,1,4.1,1.29,0.248,0.32,0.345,0.665,8,New York Mets,121,26,Joey Lucchesi,664192,1,2.19,1.05,0.242,0.334,0.388,0.722,9,True
718406,4/27/2023,San Diego Padres,135,27,Seth Lugo,607625,1,3.58,1.3,0.215,0.301,0.368,0.669,2,Chicago Cubs,112,24,Hayden Wesneski,669713,1,5.24,1.52,0.276,0.346,0.448,0.794,5,True
718396,4/27/2023,Tampa Bay Rays,139,26,Shane McClanahan,663556,1,2.12,1.09,0.28,0.352,0.516,0.868,14,Chicago White Sox,145,26,Dylan Cease,656302,1,4.15,1.38,0.231,0.289,0.373,0.662,5,False
718400,4/27/2023,Kansas City Royals,118,26,Zack Greinke,425844,1,6.1,1.45,0.215,0.271,0.339,0.61,1,Minnesota Twins,142,26,Tyler Mahle,641816,1,3.16,1.05,0.234,0.304,0.404,0.708,7,True
718405,4/27/2023,Baltimore Orioles,110,25,Kyle Gibson,502043,1,3.93,1.31,0.254,0.335,0.42,0.755,7,Detroit Tigers,116,24,Joey Wentz,666214,1,6.45,1.34,0.216,0.286,0.327,0.613,4,False
718402,4/27/2023,Oakland Athletics,133,26,JP Sears,676664,1,6.23,1.23,0.224,0.305,0.369,0.674,7,Los Angeles Angels,108,26,Shohei Ohtani,660271,1,1.85,0.82,0.253,0.336,0.425,0.761,8,True
718403,4/27/2023,Los Angeles Dodgers,119,26,Julio Urias,628711,1,4.41,1.29,0.223,0.317,0.438,0.755,2,Pittsburgh Pirates,134,26,Mitch Keller,656605,1,3.53,1.21,0.258,0.334,0.438,0.772,6,True
718394,4/28/2023,Atlanta Braves,144,27,Max Fried,608331,1,0.45,0.9,0.255,0.335,0.448,0.783,4,New York Mets,121,27,David Peterson,656849,1,7.34,1.57,0.24,0.332,0.384,0.716,0,False
718395,4/28/2023,Cleveland Guardians,114,26,Shane Bieber,669456,1,3.11,1.14,0.231,0.313,0.353,0.666,5,Boston Red Sox,111,27,Nick Pivetta,601713,1,5.11,1.38,0.251,0.328,0.427,0.755,2,False
718388,4/28/2023,New York Yankees,147,27,Clarke Schmidt,657376,1,6.84,1.68,0.23,0.304,0.391,0.695,2,Texas Rangers,140,26,Jacob deGrom,594798,1,2.67,0.76,0.259,0.336,0.435,0.771,5,True
718391,4/28/2023,Chicago Cubs,112,25,Marcus Stroman,573186,1,2.29,1.05,0.276,0.345,0.448,0.793,2,Miami Marlins,146,27,Jesus Luzardo,666200,1,3.48,1.34,0.245,0.303,0.38,0.683,3,True
718392,4/28/2023,Seattle Mariners,136,26,Luis Castillo,622491,1,1.82,0.92,0.222,0.298,0.376,0.674,2,Toronto Blue Jays,141,26,Alek Manoah,666201,1,4.88,1.63,0.26,0.337,0.415,0.752,3,True
718401,4/29/2023,Baltimore Orioles,110,27,Grayson Rodriguez,680570,1,4.07,1.4,0.256,0.335,0.421,0.756,6,Detroit Tigers,116,26,Matthew Boyd,571510,1,5.47,1.46,0.222,0.29,0.337,0.627,4,False
718393,4/28/2023,Tampa Bay Rays,139,27,Zach Eflin,621107,1,3.0,1.14,0.279,0.348,0.514,0.862,3,Chicago White Sox,145,27,Lucas Giolito,608337,1,4.15,1.18,0.23,0.291,0.374,0.665,2,False
718380,4/28/2023,Cincinnati Reds,113,26,Luis Cessa,570666,1,9.55,2.22,0.243,0.326,0.359,0.685,11,Oakland Athletics,133,27,Drew Rucinski,607968,1,4.76,2.12,0.227,0.308,0.375,0.683,7,False
718390,4/28/2023,Arizona Diamondbacks,109,27,Merrill Kelly,518876,1,3.06,1.3,0.261,0.313,0.413,0.726,9,Colorado Rockies,115,27,Kyle Freeland,607536,1,4.32,1.17,0.243,0.304,0.367,0.671,1,False
718382,4/28/2023,St. Louis Cardinals,138,27,Jack Flaherty,656427,1,3.94,1.44,0.266,0.342,0.428,0.77,3,Los Angeles Dodgers,119,27,Dustin May,669160,1,3.15,0.99,0.225,0.319,0.442,0.761,7,True
718389,4/28/2023,Philadelphia Phillies,143,27,Aaron Nola,605400,1,4.46,1.13,0.274,0.329,0.44,0.769,3,Houston Astros,117,26,Framber Valdez,664285,1,2.54,1.15,0.246,0.321,0.378,0.699,1,False
718399,4/29/2023,Pittsburgh Pirates,134,28,Vince Velasquez,592826,1,3.06,1.18,0.267,0.346,0.456,0.802,16,Washington Nationals,120,26,Chad Kuhl,641771,1,9.41,1.95,0.246,0.315,0.344,0.659,1,False
718386,4/28/2023,Los Angeles Angels,108,27,Tyler Anderson,542881,1,5.74,1.58,0.253,0.333,0.419,0.752,1,Milwaukee Brewers,158,26,Wade Miley,489119,1,1.86,1.0,0.247,0.324,0.403,0.727,2,True
718387,4/28/2023,Kansas City Royals,118,27,Jordan Lyles,543475,1,6.11,1.36,0.219,0.274,0.347,0.621,6,Minnesota Twins,142,27,Pablo Lopez,641154,1,4.0,1.11,0.235,0.306,0.415,0.721,8,True
718401,4/29/2023,Baltimore Orioles,110,27,Grayson Rodriguez,680570,1,4.07,1.4,0.256,0.335,0.421,0.756,6,Detroit Tigers,116,26,Matthew Boyd,571510,1,5.47,1.46,0.222,0.29,0.337,0.627,4,False
718399,4/29/2023,Pittsburgh Pirates,134,28,Vince Velasquez,592826,1,3.06,1.18,0.267,0.346,0.456,0.802,16,Washington Nationals,120,26,Chad Kuhl,641771,1,9.41,1.95,0.246,0.315,0.344,0.659,1,False
718379,4/29/2023,Seattle Mariners,136,27,Easton McGee,668834,1,0.0,0.3,0.22,0.295,0.368,0.663,0,Toronto Blue Jays,141,27,Kevin Gausman,592332,1,2.33,1.01,0.255,0.331,0.406,0.737,1,True
718378,4/29/2023,Kansas City Royals,118,28,Brad Keller,641745,1,3.56,1.58,0.218,0.277,0.344,0.621,3,Minnesota Twins,142,28,Bailey Ober,641927,1,1.59,1.06,0.237,0.31,0.415,0.725,2,False
718383,4/29/2023,Pittsburgh Pirates,134,27,Rich Hill,448179,1,4.18,1.39,0.259,0.338,0.442,0.78,6,Washington Nationals,120,25,Patrick Corbin,571578,1,5.74,1.66,0.248,0.317,0.346,0.663,3,False
718369,4/29/2023,St. Louis Cardinals,138,28,Jordan Montgomery,656756,1,3.34,1.23,0.261,0.336,0.417,0.753,0,Los Angeles Dodgers,119,28,Clayton Kershaw,477132,1,1.89,0.76,0.223,0.317,0.435,0.752,1,True
718376,4/29/2023,Los Angeles Angels,108,28,Reid Detmers,672282,1,4.85,1.38,0.255,0.334,0.421,0.755,5,Milwaukee Brewers,158,27,Corbin Burnes,669203,1,4.01,1.13,0.245,0.324,0.398,0.722,7,True
